64,45112
64,45212
63,45314
63,45414
292,45514
77,45615
65,45715
64,45815
181,45916
155,46016
70,46117
64,46218
64,46318
64,46418
68,46519
298,46619
74,46720
63,46821
63,46921
216,47022
124,47122
69,47222
64,47323
64,47423
64,47523
123,47625
241,47725
72,47825
64,47926
64,48026
243,48126
107,48227
68,48328
64,48429
64,48529
64,48629
182,48730
159,48830
70,48930
63,49032
64,49132
256,49232
95,49333
65,49433
62,49533
62,49634
62,49734
219,49836
125,49936
68,50036
64,50137
63,50237
271,50337
87,50438
65,50538
62,50639
63,50740
62,50840
244,50940
109,51041
67,51141
63,51241
63,51343
286,51443
81,51544
66,51644
65,51744
63,51845
63,51945
259,52045
97,52147
66,52247
64,52347
64,52448
295,52548
77,52648
65,52749
63,52849
63,52951
64,53051
267,53151
89,53252
66,53352
64,53452
85,53553
304,53653
72,53754
64,53855
62,53955
62,54055
62,54156
285,54256
83,54356
65,54458
63,54558
163,54659
204,54759
71,54859
64,54960
62,55060
62,55160
63,55262
296,55362
76,55462
64,55563
64,55663
206,55763
144,55864
68,55965
64,56066
63,56166
63,56266
76,56367
304,56467
74,56567
64,56668
64,56769
236,56869
118,56970
67,57070
64,57170
62,57271
63,57371
150,57473
241,57573
71,57673
64,57774
63,57874
257,57974
104,58075
66,58176
62,58276
62,58377
63,58477
198,58577
161,58678
69,58778
62,58878
63,58980
265,59080
93,59181
66,59281
63,59381
63,59482
62,59582
230,59682
128,59784
68,59884
63,59984
63,60085
282,60185
85,60285
64,60386
63,60487
62,60588
62,60688
255,60788
109,60889
66,60989
63,61089
62,61190
295,61291
78,61391
64,61492
63,61592
62,61692
62,61793
265,61893
96,61995
65,62095
63,62195
73,62296
302,62396
75,62496
64,62597
64,62697
63,62798
63,62899
273,62999
88,63099
66,63200
63,63300
137,63400
298,63501
72,63602
64,63703
62,63803
62,63903
63,64004
288,64104
80,64204
64,64306
63,64406
192,64506
179,64607
70,64707
64,64807
63,64908
62,65008
64,65110
298,65210
75,65310
65,65411
64,65511
226,65611
134,65712
68,65813
64,65913
63,66014
64,66114
102,66214
303,66315
75,66415
64,66515
63,66617
250,66717
113,66818
67,66918
64,67018
63,67119
62,67219
171,67319
230,67421
71,67521
64,67621
63,67722
262,67822
101,67922
68,68024
64,68124
63,68225
63,68325
211,68425
159,68526
71,68626
65,68726
64,68828
273,68928
91,69028
66,69129
63,69229
63,69329
62,69430
244,69530
123,69632
65,69732
63,69832
63,69933
288,70033
83,70133
64,70234
62,70335
63,70435
63,70536
254,70636
109,70736
68,70837
64,70937
70,71037
297,71139
78,71239
65,71340
63,71440
62,71540
62,71641
267,71741
95,71842
66,71943
64,72043
108,72143
306,72244
76,72344
64,72444
63,72545
64,72646
63,72747
279,72847
89,72947
67,73048
64,73148
179,73248
251,73350
72,73450
64,73550
63,73651
63,73751
63,73851
292,73952
82,74052
65,74153
63,74254
218,74354
159,74455
70,74555
64,74655
63,74756
63,74857
74,74957
300,75058
76,75158
65,75258
64,75359
247,75459
128,75559
69,75661
64,75761
63,75862
64,75962
139,76062
304,76163
75,76263
65,76364
64,76465
259,76565
111,76665
69,76766
66,76866
64,76966
64,77068
193,77168
218,77268
74,77369
66,77469
64,77570
265,77670
98,77770
67,77872
65,77972
64,78072
64,78173
226,78273
157,78373
71,78474
64,78575
63,78675
285,78776
90,78876
67,78977
64,79077
64,79177
64,79278
246,79379
127,79479
70,79580
65,79680
67,79780
294,79881
84,79981
67,80082
65,80183
64,80283
63,80384
264,80484
109,80584
69,80685
65,80785
89,80886
302,80987
80,81087
66,81187
64,81288
64,81388
63,81488
268,81590
100,81690
68,81790
65,81891
165,81991
304,82092
74,82192
65,82293
64,82394
63,82494
64,82594
285,82695
90,82795
67,82895
64,82996
210,83097
200,83197
72,83298
65,83398
63,83499
62,83599
64,83699
298,83800
79,83901
64,84001
62,84102
241,84202
143,84302
69,84403
65,84503
63,84604
63,84705
95,84805
305,84905
77,85006
64,85106
63,85207
268,85307
118,85408
67,85509
64,85609
63,85709
62,85810
170,85910
312,86010
73,86112
64,86212
62,86312
267,86413
102,86513
66,86614
64,86714
63,86815
62,86916
217,87016
215,87116
70,87217
64,87317
63,87417
297,87518
91,87619
65,87719
63,87820
63,87920
63,88020
254,88121
161,88221
69,88323
63,88423
65,88523
305,88624
83,88724
65,88824
63,88925
62,89025
62,89126
267,89227
128,89327
68,89427
62,89528
85,89628
311,89729
77,89830
64,89930
63,90031
63,90131
62,90231
280,90332
110,90432
67,90532
64,90634
167,90734
320,90834
75,90935
64,91035
62,91136
63,91236
62,91336
286,91438
96,91538
67,91638
64,91739
215,91839
263,91939
70,92040
64,92141
63,92241
62,92342
63,92442
298,92542
87,92643
65,92743
63,92844
251,92945
161,93045
70,93146
64,93246
63,93346
63,93447
70,93547
309,93648
82,93749
64,93849
62,93949
275,94050
123,94150
67,94251
63,94351
62,94452
62,94553
125,94653
317,94753
79,94854
65,94954
66,95054
277,95156
113,95256
69,95356
65,95457
64,95557
64,95657
188,95758
321,95859
74,95960
64,96060
62,96160
288,96261
100,96361
66,96461
64,96563
62,96663
63,96763
229,96864
241,96964
71,97064
64,97165
65,97265
304,97367
88,97467
67,97567
65,97668
64,97768
64,97868
253,97969
169,98069
71,98170
64,98271
81,98371
313,98471
83,98572
66,98672
64,98772
62,98874
62,98974
275,99075
130,99175
68,99275
64,99376
152,99476
322,99577
77,99678
65,99778
63,99878
63,99979
62,100079
282,100179
109,100281
67,100381
64,100482
209,100582
325,100682
74,100783
64,100884
64,100984
63,101085
63,101185
289,101285
103,101387
71,101487
66,101587
238,101688
206,101788
72,101889
64,101990
63,102090
62,102191
65,102291
304,102391
86,102493
65,102593
63,102693
266,102794
146,102894
68,102994
64,103096
63,103196
62,103297
101,103397
312,103497
80,103598
64,103699
63,103799
278,103900
123,104000
67,104100
63,104202
62,104302
62,104402
177,104503
319,104603
77,104704
65,104805
64,104905
286,105006
105,105106
69,105206
64,105308
63,105408
63,105508
221,105609
320,105709
74,105809
65,105911
66,106011
296,106112
93,106212
67,106312
63,106413
64,106514
64,106614
250,106715
199,106815
72,106915
65,107017
82,107117
308,107217
86,107318
66,107418
64,107518
64,107620
63,107720
270,107821
147,107921
70,108021
64,108122
155,108223
316,108323
79,108424
64,108524
64,108624
64,108726
64,108826
279,108926
122,109027
70,109127
65,109228
208,109329
321,109429
76,109530
65,109630
62,109730
63,109831
63,109932
284,110032
106,110133
67,110233
64,110333
245,110435
242,110535
74,110636
66,110736
65,110836
64,110937
65,111038
299,111138
95,111239
68,111339
65,111439
268,111541
158,111641
70,111741
64,111842
65,111942
64,112043
86,112144
306,112244
93,112345
69,112445
66,112545
280,112646
121,112747
70,112847
64,112948
64,113048
64,113148
162,113250
315,113350
85,113451
67,113551
68,113651
290,113752
107,113853
71,113953
66,114054
65,114154
65,114254
211,114355
319,114456
80,114556
67,114657
82,114757
304,114857
94,114959
68,115059
65,115160
64,115260
65,115360
242,115461
249,115562
75,115662
65,115763
94,115863
310,115963
88,116065
68,116165
65,116265
65,116366
64,116466
262,116567
177,116668
72,116768
65,116869
183,116969
317,117069
83,117171
66,117271
64,117371
64,117472
64,117572
277,117672
134,117774
73,117874
67,117975
223,118075
321,118175
79,118277
68,118377
66,118477
65,118578
66,118678
286,118778
119,118880
73,118980
64,119080
256,119181
244,119281
73,119383
65,119483
64,119583
63,119684
64,119784
300,119884
104,119986
69,120086
65,120186
272,120287
162,120387
71,120488
64,120589
64,120689
62,120790
89,120890
312,120990
89,121092
67,121192
64,121292
283,121393
128,121493
70,121593
65,121695
65,121795
64,121895
168,121996
315,122096
83,122198
67,122298
66,122398
287,122499
107,122599
69,122699
64,122801
64,122901
64,123001
214,123102
321,123202
79,123303
65,123404
75,123504
305,123604
95,123705
66,123805
64,123907
64,124007
63,124107
248,124208
315,124308
73,124408
64,124510
125,124610
315,124710
84,124811
65,124911
64,125012
62,125113
62,125213
269,125314
198,125414
70,125514
63,125616
197,125716
322,125816
79,125917
